InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,price_total
541168,20659,PRODUTO TESTE,14,2011-02-13,8.38,10082,United Kingdom,117.32000000000001
540056,13243,PRODUTO TESTE,39,2011-02-14,30.45,10170,United Kingdom,1187.55
537401,70743,PRODUTO TESTE,8,2011-12-24,15.84,10008,United Kingdom,126.72
538600,18858,PRODUTO TESTE,25,2011-01-12,12.74,10131,United Kingdom,318.5
542175,23030,PRODUTO TESTE,30,2011-01-09,22.33,10089,United Kingdom,669.9
543395,39730,PRODUTO TESTE,14,2011-01-07,29.25,10092,United Kingdom,409.5
544247,62683,PRODUTO TESTE,21,2011-08-18,18.69,10053,United Kingdom,392.49
539669,11639,PRODUTO TESTE,31,2011-12-05,48.2,10194,United Kingdom,1494.2
540092,21381,PRODUTO TESTE,38,2011-03-04,0.79,10078,United Kingdom,30.020000000000003
537469,40413,PRODUTO TESTE,5,2011-10-18,45.69,10170,United Kingdom,228.45
536747,73396,PRODUTO TESTE,23,2011-09-20,0.53,10085,United Kingdom,12.190000000000001
539940,18775,PRODUTO TESTE,3,2011-03-25,11.23,10009,United Kingdom,33.69
536938,27356,PRODUTO TESTE,30,2011-06-28,36.54,10037,United Kingdom,1096.2
539676,37782,PRODUTO TESTE,21,2011-01-30,32.4,10054,United Kingdom,680.4
541774,33203,PRODUTO TESTE,9,2011-02-11,36.44,10172,United Kingdom,327.96
544446,16046,PRODUTO TESTE,47,2011-10-25,39.32,10183,United Kingdom,1848.04
539063,94504,PRODUTO TESTE,40,2011-12-29,8.17,10085,United Kingdom,326.8
539525,32001,PRODUTO TESTE,46,2011-08-18,39.8,10151,United Kingdom,1830.8
543874,99243,PRODUTO TESTE,1,2011-04-11,47.01,10065,United Kingdom,47.01
538463,42153,PRODUTO TESTE,6,2011-08-12,37.11,10100,United Kingdom,222.66
537417,95168,PRODUTO TESTE,20,2011-07-09,26.29,10083,United Kingdom,525.8
540041,99676,PRODUTO TESTE,30,2011-10-08,20.06,10093,United Kingdom,601.8
538758,65108,PRODUTO TESTE,5,2011-11-04,43.35,10051,United Kingdom,216.75
544933,14239,PRODUTO TESTE,16,2011-01-22,32.55,10074,United Kingdom,520.8
536314,91581,PRODUTO TESTE,24,2011-04-16,22.03,10100,United Kingdom,528.72
543710,52905,PRODUTO TESTE,12,2011-04-04,39.35,10009,United Kingdom,472.20000000000005
538531,12506,PRODUTO TESTE,20,2011-07-22,3.18,10030,United Kingdom,63.6
536326,82169,PRODUTO TESTE,27,2011-03-09,40.75,10153,United Kingdom,1100.25
541941,12985,PRODUTO TESTE,47,2011-12-13,40.63,10070,United Kingdom,1909.6100000000001
542102,43450,PRODUTO TESTE,12,2011-12-01,11.81,10121,United Kingdom,141.72
536344,49326,PRODUTO TESTE,42,2011-05-29,35.83,10110,United Kingdom,1504.86
537002,82394,PRODUTO TESTE,26,2011-06-10,10.39,10082,United Kingdom,270.14
539679,21616,PRODUTO TESTE,20,2011-01-16,49.8,10096,United Kingdom,996.0
537191,22415,PRODUTO TESTE,34,2011-11-21,0.95,10164,United Kingdom,32.3
542327,96095,PRODUTO TESTE,48,2011-10-12,11.87,10193,Eire,569.76
536697,25892,PRODUTO TESTE,2,2011-05-02,2.58,10051,United Kingdom,5.16
543100,20127,PRODUTO TESTE,42,2011-07-19,39.24,10133,United Kingdom,1648.0800000000002
543871,62685,PRODUTO TESTE,30,2011-05-19,29.15,10193,United Kingdom,874.5
542451,34902,PRODUTO TESTE,27,2011-03-25,42.5,10001,United Kingdom,1147.5
544497,96169,PRODUTO TESTE,42,2011-04-22,48.15,10156,United Kingdom,2022.3
544453,24733,PRODUTO TESTE,11,2011-02-09,30.7,10099,United Kingdom,337.7
536419,61039,PRODUTO TESTE,38,2011-10-23,11.97,10193,United Kingdom,454.86
539077,92878,PRODUTO TESTE,26,2011-08-27,5.09,10115,United Kingdom,132.34
542840,75932,PRODUTO TESTE,46,2011-12-06,43.38,10167,United Kingdom,1995.48
539056,12606,PRODUTO TESTE,20,2011-01-03,12.63,10033,United Kingdom,252.60000000000002
542634,26895,PRODUTO TESTE,34,2011-08-19,44.73,10028,United Kingdom,1520.82
542968,21266,PRODUTO TESTE,22,2011-07-24,43.98,10185,United Kingdom,967.56
544972,92274,PRODUTO TESTE,16,2011-08-16,31.58,10105,United Kingdom,505.28
538968,28171,PRODUTO TESTE,15,2011-12-28,30.4,10111,Germany,456.0
539130,15028,PRODUTO TESTE,45,2011-05-23,47.57,10033,United Kingdom,2140.65
536218,44439,PRODUTO TESTE,41,2011-02-21,37.92,10045,United Kingdom,1554.72
538569,35453,PRODUTO TESTE,7,2011-01-05,34.32,10163,Eire,240.24
538524,24744,PRODUTO TESTE,42,2011-06-29,22.07,10060,United Kingdom,926.94
540077,50834,PRODUTO TESTE,27,2011-03-05,24.46,10116,United Kingdom,660.4200000000001
543709,30355,PRODUTO TESTE,37,2011-02-23,47.34,10052,United Kingdom,1751.5800000000002
542964,98335,PRODUTO TESTE,3,2011-04-12,32.09,10033,United Kingdom,96.27000000000001
542557,69737,PRODUTO TESTE,42,2011-02-12,39.13,10185,United Kingdom,1643.46
536046,44398,PRODUTO TESTE,19,2011-06-27,2.34,10188,United Kingdom,44.459999999999994
540244,71090,PRODUTO TESTE,45,2011-08-27,42.7,10023,United Kingdom,1921.5000000000002
542566,41357,PRODUTO TESTE,21,2011-04-16,21.17,10070,United Kingdom,444.57000000000005
539823,31107,PRODUTO TESTE,37,2011-07-28,2.48,10076,United Kingdom,91.76
542543,10773,PRODUTO TESTE,34,2011-02-01,44.75,10144,United Kingdom,1521.5
543150,68370,PRODUTO TESTE,11,2011-09-27,33.16,10052,Germany,364.76
543690,16688,PRODUTO TESTE,6,2011-05-20,23.15,10011,United Kingdom,138.89999999999998
539868,27873,PRODUTO TESTE,42,2011-05-30,15.53,10067,United Kingdom,652.26
539599,10038,PRODUTO TESTE,37,2011-04-01,15.9,10119,United Kingdom,588.3000000000001
539444,15856,PRODUTO TESTE,11,2011-04-14,15.52,10036,United Kingdom,170.72
542017,91484,PRODUTO TESTE,33,2011-02-23,6.99,10163,United Kingdom,230.67000000000002
539775,12139,PRODUTO TESTE,8,2011-07-23,23.46,10002,United Kingdom,187.68
539601,65949,PRODUTO TESTE,4,2011-02-23,22.95,10013,United Kingdom,91.8
537514,39496,PRODUTO TESTE,31,2011-09-06,20.89,10101,United Kingdom,647.59
540306,22459,PRODUTO TESTE,40,2011-04-04,35.3,10102,United Kingdom,1412.0
538135,36972,PRODUTO TESTE,45,2011-07-26,21.28,10058,United Kingdom,957.6
540724,18326,PRODUTO TESTE,20,2011-07-15,4.91,10051,Germany,98.2
543997,38163,PRODUTO TESTE,2,2011-08-20,42.68,10013,United Kingdom,85.36
542981,83582,PRODUTO TESTE,24,2011-10-04,21.54,10132,United Kingdom,516.96
540302,65835,PRODUTO TESTE,32,2011-07-24,32.94,10075,United Kingdom,1054.08
544797,82992,PRODUTO TESTE,48,2011-11-08,46.53,10023,United Kingdom,2233.44
544822,72690,PRODUTO TESTE,1,2011-04-05,38.49,10079,United Kingdom,38.49
539999,93463,PRODUTO TESTE,31,2011-10-02,27.17,10187,United Kingdom,842.2700000000001
542871,19722,PRODUTO TESTE,23,2011-05-06,27.48,10052,United Kingdom,632.04
539080,24334,PRODUTO TESTE,27,2011-08-18,42.55,10178,United Kingdom,1148.85
538324,80559,PRODUTO TESTE,28,2011-04-09,31.51,10052,United Kingdom,882.2800000000001
537205,20932,PRODUTO TESTE,5,2011-07-09,43.35,10064,United Kingdom,216.75
543583,19950,PRODUTO TESTE,28,2011-03-02,40.26,10024,United Kingdom,1127.28
543319,59438,PRODUTO TESTE,39,2011-01-14,22.07,10066,United Kingdom,860.73
536778,47123,PRODUTO TESTE,13,2011-05-31,26.15,10143,Eire,339.95
540507,29987,PRODUTO TESTE,19,2011-01-04,13.26,10098,Germany,251.94
539851,72623,PRODUTO TESTE,13,2011-04-30,34.14,10088,United Kingdom,443.82
539949,82202,PRODUTO TESTE,18,2011-06-26,24.07,10094,United Kingdom,433.26
537506,12728,PRODUTO TESTE,24,2011-05-02,15.23,10031,United Kingdom,365.52
536664,14855,PRODUTO TESTE,30,2011-05-21,17.17,10142,United Kingdom,515.1
539117,80013,PRODUTO TESTE,32,2011-02-24,42.91,10020,Eire,1373.12
540232,89542,PRODUTO TESTE,49,2011-09-18,43.38,10144,United Kingdom,2125.6200000000003
543142,30653,PRODUTO TESTE,4,2011-10-18,40.71,10199,United Kingdom,162.84
540162,73530,PRODUTO TESTE,42,2011-06-15,45.74,10152,United Kingdom,1921.0800000000002
538213,85851,PRODUTO TESTE,28,2011-01-21,47.64,10091,United Kingdom,1333.92
538362,20186,PRODUTO TESTE,12,2011-01-23,24.85,10062,United Kingdom,298.20000000000005
541507,26727,PRODUTO TESTE,45,2011-09-04,5.29,10174,United Kingdom,238.05
539920,21736,PRODUTO TESTE,33,2011-12-06,40.1,10051,United Kingdom,1323.3
544110,81107,PRODUTO TESTE,5,2011-11-12,31.85,10096,United Kingdom,159.25
539957,79420,PRODUTO TESTE,4,2011-05-29,19.34,10154,United Kingdom,77.36
541102,22069,PRODUTO TESTE,31,2011-07-01,48.79,10184,United Kingdom,1512.49
536575,25696,PRODUTO TESTE,35,2011-03-01,17.26,10184,United Kingdom,604.1
543651,90762,PRODUTO TESTE,29,2011-10-07,29.83,10179,United Kingdom,865.0699999999999
539102,80132,PRODUTO TESTE,24,2011-06-06,2.31,10022,United Kingdom,55.44
539789,25084,PRODUTO TESTE,48,2011-07-01,43.09,10116,United Kingdom,2068.32
541313,44760,PRODUTO TESTE,35,2011-05-06,38.23,10185,United Kingdom,1338.05
536520,15984,PRODUTO TESTE,45,2011-04-25,32.3,10130,United Kingdom,1453.4999999999998
539115,60699,PRODUTO TESTE,37,2011-10-25,11.33,10068,United Kingdom,419.21
537337,41007,PRODUTO TESTE,13,2011-09-10,11.12,10062,United Kingdom,144.56
539765,64606,PRODUTO TESTE,25,2011-05-23,1.94,10065,United Kingdom,48.5
540021,36692,PRODUTO TESTE,43,2011-09-21,8.13,10071,France,349.59000000000003
537676,60712,PRODUTO TESTE,42,2011-05-04,17.16,10136,United Kingdom,720.72
540887,66975,PRODUTO TESTE,7,2011-07-08,27.27,10090,United Kingdom,190.89
542715,27507,PRODUTO TESTE,8,2011-02-22,6.98,10147,United Kingdom,55.84
538405,14010,PRODUTO TESTE,34,2011-09-16,28.1,10083,United Kingdom,955.4000000000001
544698,40423,PRODUTO TESTE,43,2011-01-23,13.53,10061,United Kingdom,581.79
541512,13729,PRODUTO TESTE,28,2011-09-21,13.07,10038,United Kingdom,365.96000000000004
536631,35899,PRODUTO TESTE,4,2011-01-25,49.62,10179,United Kingdom,198.48
542907,40435,PRODUTO TESTE,36,2011-07-04,40.67,10171,France,1464.1200000000001
539029,34927,PRODUTO TESTE,35,2011-03-23,3.19,10050,United Kingdom,111.64999999999999
542391,14813,PRODUTO TESTE,44,2011-06-23,36.57,10095,United Kingdom,1609.08
543238,25936,PRODUTO TESTE,24,2011-01-05,9.33,10141,United Kingdom,223.92000000000002
538253,89426,PRODUTO TESTE,18,2011-09-21,28.68,10122,United Kingdom,516.24
538333,74512,PRODUTO TESTE,1,2011-07-06,44.74,10013,United Kingdom,44.74
536535,49987,PRODUTO TESTE,38,2011-05-13,19.32,10118,United Kingdom,734.16
541446,12138,PRODUTO TESTE,47,2011-11-16,46.48,10007,United Kingdom,2184.56
539690,93180,PRODUTO TESTE,22,2011-08-11,15.4,10130,Eire,338.8
537448,82863,PRODUTO TESTE,14,2011-02-23,5.2,10020,Germany,72.8
538848,78173,PRODUTO TESTE,35,2011-07-02,40.86,10067,United Kingdom,1430.1
539625,32366,PRODUTO TESTE,36,2011-09-13,23.17,10117,United Kingdom,834.1200000000001
544245,46265,PRODUTO TESTE,6,2011-12-04,4.1,10131,United Kingdom,24.599999999999998
537116,12570,PRODUTO TESTE,47,2011-08-09,5.6,10089,Eire,263.2
539089,87303,PRODUTO TESTE,2,2011-03-04,48.36,10018,United Kingdom,96.72
541742,20176,PRODUTO TESTE,37,2011-09-05,12.53,10159,United Kingdom,463.60999999999996
538130,65633,PRODUTO TESTE,35,2011-01-28,48.35,10189,United Kingdom,1692.25
543962,35383,PRODUTO TESTE,3,2011-04-25,34.22,10177,United Kingdom,102.66
544183,61320,PRODUTO TESTE,32,2011-12-01,15.37,10149,United Kingdom,491.84
539420,84450,PRODUTO TESTE,9,2011-10-20,19.49,10080,United Kingdom,175.41
542713,38171,PRODUTO TESTE,10,2011-11-26,38.96,10175,United Kingdom,389.6
542136,69678,PRODUTO TESTE,36,2011-09-07,4.2,10027,United Kingdom,151.20000000000002
537678,57890,PRODUTO TESTE,39,2011-09-13,11.88,10170,United Kingdom,463.32000000000005
536445,22572,PRODUTO TESTE,22,2011-03-31,43.09,10064,Eire,947.98
539125,14359,PRODUTO TESTE,37,2011-12-11,34.96,10187,United Kingdom,1293.52
537180,57240,PRODUTO TESTE,14,2011-12-20,25.3,10073,United Kingdom,354.2
538630,65199,PRODUTO TESTE,26,2011-02-10,12.65,10173,United Kingdom,328.90000000000003
541745,20449,PRODUTO TESTE,38,2011-10-07,23.99,10107,United Kingdom,911.6199999999999
541299,63924,PRODUTO TESTE,18,2011-06-13,39.55,10093,Eire,711.9
537884,50062,PRODUTO TESTE,28,2011-09-03,4.54,10059,United Kingdom,127.12
536159,22349,PRODUTO TESTE,2,2011-07-22,49.74,10167,Eire,99.48
538030,65463,PRODUTO TESTE,22,2011-03-23,43.06,10012,United Kingdom,947.32
540093,68104,PRODUTO TESTE,41,2011-02-05,16.24,10093,United Kingdom,665.8399999999999
543012,23995,PRODUTO TESTE,37,2011-07-07,43.59,10073,United Kingdom,1612.8300000000002
539286,70617,PRODUTO TESTE,11,2011-11-02,34.24,10108,United Kingdom,376.64000000000004
538573,29990,PRODUTO TESTE,24,2011-10-28,33.48,10050,United Kingdom,803.52
540962,63747,PRODUTO TESTE,29,2011-04-11,7.42,10132,France,215.18
536644,83192,PRODUTO TESTE,46,2011-11-10,45.34,10077,Germany,2085.6400000000003
538029,94345,PRODUTO TESTE,40,2011-05-10,22.79,10037,United Kingdom,911.5999999999999
536327,33013,PRODUTO TESTE,39,2011-07-24,40.26,10039,France,1570.1399999999999
540730,40488,PRODUTO TESTE,36,2011-04-29,15.33,10139,Germany,551.88
539988,18599,PRODUTO TESTE,14,2011-07-10,15.75,10052,United Kingdom,220.5
541242,97226,PRODUTO TESTE,15,2011-07-13,48.25,10061,United Kingdom,723.75
541554,39761,PRODUTO TESTE,20,2011-09-12,25.08,10125,United Kingdom,501.59999999999997
539556,82195,PRODUTO TESTE,18,2011-06-22,3.46,10065,United Kingdom,62.28
543819,94161,PRODUTO TESTE,47,2011-07-12,41.87,10077,United Kingdom,1967.8899999999999
544264,52811,PRODUTO TESTE,43,2011-08-26,11.75,10048,Eire,505.25
536997,72439,PRODUTO TESTE,44,2011-06-02,44.0,10069,United Kingdom,1936.0
544281,52500,PRODUTO TESTE,28,2011-07-11,45.86,10138,United Kingdom,1284.08
537770,61788,PRODUTO TESTE,5,2011-02-01,4.1,10106,United Kingdom,20.5
538235,32462,PRODUTO TESTE,2,2011-11-14,29.33,10199,United Kingdom,58.66
540768,85636,PRODUTO TESTE,10,2011-02-16,49.09,10154,United Kingdom,490.90000000000003
536264,21072,PRODUTO TESTE,30,2011-11-15,46.58,10003,United Kingdom,1397.3999999999999
539276,69416,PRODUTO TESTE,15,2011-10-05,26.5,10075,United Kingdom,397.5
537751,92798,PRODUTO TESTE,31,2011-12-12,34.18,10057,United Kingdom,1059.58
540342,83002,PRODUTO TESTE,43,2011-01-10,30.41,10117,United Kingdom,1307.63
543332,78283,PRODUTO TESTE,13,2011-03-21,10.56,10053,United Kingdom,137.28
544317,69143,PRODUTO TESTE,46,2011-01-20,32.82,10193,United Kingdom,1509.72
537909,95114,PRODUTO TESTE,23,2011-06-02,16.99,10059,United Kingdom,390.77
540904,87782,PRODUTO TESTE,39,2011-11-27,17.23,10104,United Kingdom,671.97
539736,66160,PRODUTO TESTE,10,2011-09-14,42.68,10181,United Kingdom,426.8
541694,48580,PRODUTO TESTE,46,2011-11-06,12.3,10182,United Kingdom,565.8000000000001
544904,33838,PRODUTO TESTE,43,2011-01-02,12.91,10158,France,555.13
539647,83633,PRODUTO TESTE,26,2011-10-15,0.86,10070,Germany,22.36
544389,19478,PRODUTO TESTE,18,2011-10-06,21.98,10085,United Kingdom,395.64
538901,28180,PRODUTO TESTE,44,2011-09-08,10.16,10198,France,447.04
540514,56119,PRODUTO TESTE,15,2011-06-02,48.3,10139,United Kingdom,724.5
543763,94807,PRODUTO TESTE,43,2011-08-12,1.84,10107,United Kingdom,79.12
540533,97458,PRODUTO TESTE,24,2011-06-21,24.47,10197,United Kingdom,587.28
540330,91017,PRODUTO TESTE,2,2011-08-18,40.33,10160,United Kingdom,80.66
544297,78350,PRODUTO TESTE,25,2011-06-17,38.75,10091,United Kingdom,968.75
543459,51388,PRODUTO TESTE,15,2011-05-24,9.87,10003,United Kingdom,148.04999999999998
540565,79789,PRODUTO TESTE,7,2011-03-15,35.54,10018,United Kingdom,248.78
537453,34134,PRODUTO TESTE,32,2011-05-22,31.3,10088,United Kingdom,1001.6
539945,69740,PRODUTO TESTE,6,2011-09-21,33.93,10112,United Kingdom,203.57999999999998
542088,10745,PRODUTO TESTE,44,2011-11-14,13.67,10006,United Kingdom,601.48
538452,91313,PRODUTO TESTE,39,2011-02-07,40.63,10025,United Kingdom,1584.5700000000002
540835,97442,PRODUTO TESTE,38,2011-03-08,28.18,10140,Eire,1070.84
536765,25726,PRODUTO TESTE,47,2011-09-14,47.01,10005,France,2209.47
541126,33252,PRODUTO TESTE,22,2011-03-04,42.85,10101,United Kingdom,942.7
542638,76576,PRODUTO TESTE,35,2011-04-29,39.23,10016,Germany,1373.05
537929,54952,PRODUTO TESTE,5,2011-01-17,14.84,10144,United Kingdom,74.2
540935,59283,PRODUTO TESTE,37,2011-01-20,3.18,10166,United Kingdom,117.66000000000001
542384,46390,PRODUTO TESTE,12,2011-02-22,28.94,10173,United Kingdom,347.28000000000003
536398,85216,PRODUTO TESTE,33,2011-09-24,2.21,10119,Eire,72.92999999999999
541796,24885,PRODUTO TESTE,10,2011-11-14,35.85,10125,France,358.5
538337,49758,PRODUTO TESTE,46,2011-07-02,36.97,10185,United Kingdom,1700.62
539576,30013,PRODUTO TESTE,33,2011-03-06,28.36,10122,United Kingdom,935.88
541832,72266,PRODUTO TESTE,19,2011-12-03,8.82,10089,United Kingdom,167.58
536039,35663,PRODUTO TESTE,20,2011-04-12,43.85,10150,United Kingdom,877.0
540019,25627,PRODUTO TESTE,11,2011-02-20,25.99,10168,United Kingdom,285.89
544547,87721,PRODUTO TESTE,38,2011-05-09,28.6,10104,United Kingdom,1086.8
536054,29557,PRODUTO TESTE,40,2011-09-26,4.6,10173,United Kingdom,184.0
543099,88178,PRODUTO TESTE,49,2011-05-25,37.15,10008,France,1820.35
540400,96765,PRODUTO TESTE,8,2011-05-05,29.13,10019,United Kingdom,233.04
539875,40891,PRODUTO TESTE,37,2011-12-11,8.88,10111,United Kingdom,328.56
540212,68939,PRODUTO TESTE,14,2011-09-07,10.78,10141,United Kingdom,150.92
536737,84475,PRODUTO TESTE,8,2011-08-31,12.05,10043,United Kingdom,96.4
542781,17048,PRODUTO TESTE,10,2011-06-09,1.21,10031,United Kingdom,12.1
538480,15795,PRODUTO TESTE,45,2011-07-13,44.65,10172,United Kingdom,2009.25
542939,28623,PRODUTO TESTE,42,2011-11-20,40.31,10150,United Kingdom,1693.02
540961,18090,PRODUTO TESTE,41,2011-10-25,3.32,10097,United Kingdom,136.12
538777,78830,PRODUTO TESTE,25,2011-01-15,39.25,10084,United Kingdom,981.25
541870,85499,PRODUTO TESTE,41,2011-11-10,0.84,10004,United Kingdom,34.44
544978,91603,PRODUTO TESTE,29,2011-12-13,23.72,10037,United Kingdom,687.88
544308,57585,PRODUTO TESTE,32,2011-09-01,5.81,10179,United Kingdom,185.92
544246,57331,PRODUTO TESTE,26,2011-12-16,29.79,10067,United Kingdom,774.54
537977,76812,PRODUTO TESTE,35,2011-07-27,49.92,10140,United Kingdom,1747.2
541267,67107,PRODUTO TESTE,39,2011-04-11,9.02,10140,United Kingdom,351.78
539580,80794,PRODUTO TESTE,22,2011-08-10,47.86,10061,United Kingdom,1052.92
544702,42473,PRODUTO TESTE,1,2011-08-18,43.34,10040,United Kingdom,43.34
543812,48882,PRODUTO TESTE,17,2011-03-15,38.43,10018,United Kingdom,653.31
537464,32333,PRODUTO TESTE,21,2011-04-17,42.92,10098,United Kingdom,901.32
538870,77566,PRODUTO TESTE,42,2011-07-19,29.93,10177,United Kingdom,1257.06
542746,14497,PRODUTO TESTE,43,2011-10-09,6.02,10152,United Kingdom,258.85999999999996
537231,13289,PRODUTO TESTE,22,2011-12-10,31.62,10039,United Kingdom,695.64
537232,61836,PRODUTO TESTE,18,2011-09-04,3.46,10055,United Kingdom,62.28
542160,88742,PRODUTO TESTE,25,2011-05-04,14.93,10058,United Kingdom,373.25
540419,19900,PRODUTO TESTE,37,2011-09-11,20.56,10194,United Kingdom,760.7199999999999
543338,86615,PRODUTO TESTE,2,2011-02-02,10.32,10032,United Kingdom,20.64
536151,74891,PRODUTO TESTE,37,2011-09-19,14.1,10141,United Kingdom,521.6999999999999
542790,59066,PRODUTO TESTE,26,2011-07-21,15.15,10117,United Kingdom,393.90000000000003
538468,27958,PRODUTO TESTE,43,2011-03-22,30.19,10122,Germany,1298.17
544380,70492,PRODUTO TESTE,48,2011-11-24,7.18,10042,United Kingdom,344.64
544598,42958,PRODUTO TESTE,41,2011-08-18,12.43,10061,United Kingdom,509.63
540519,32058,PRODUTO TESTE,19,2011-03-01,16.2,10121,United Kingdom,307.8
538842,36419,PRODUTO TESTE,17,2011-08-28,22.73,10059,United Kingdom,386.41
538098,15532,PRODUTO TESTE,31,2011-05-31,2.39,10138,United Kingdom,74.09
537633,54129,PRODUTO TESTE,30,2011-10-06,49.96,10007,United Kingdom,1498.8
544992,77776,PRODUTO TESTE,38,2011-06-29,15.37,10014,France,584.06
537687,84398,PRODUTO TESTE,21,2011-12-31,14.72,10145,United Kingdom,309.12
540019,75165,PRODUTO TESTE,20,2011-12-05,27.97,10123,United Kingdom,559.4
540312,88797,PRODUTO TESTE,1,2011-01-15,42.77,10008,United Kingdom,42.77
542112,96722,PRODUTO TESTE,4,2011-05-31,23.11,10179,United Kingdom,92.44
543583,29983,PRODUTO TESTE,40,2011-03-15,12.82,10000,United Kingdom,512.8
541021,49013,PRODUTO TESTE,49,2011-06-14,28.51,10191,United Kingdom,1396.99
542822,40388,PRODUTO TESTE,28,2011-02-22,24.41,10145,United Kingdom,683.48
541100,71626,PRODUTO TESTE,13,2011-07-15,21.44,10197,United Kingdom,278.72
537878,18067,PRODUTO TESTE,32,2011-06-15,28.32,10151,United Kingdom,906.24
539891,56336,PRODUTO TESTE,30,2011-12-29,3.87,10042,United Kingdom,116.10000000000001
536414,20520,PRODUTO TESTE,10,2011-11-17,28.56,10094,France,285.59999999999997
538847,39687,PRODUTO TESTE,5,2011-08-08,47.65,10048,United Kingdom,238.25
540253,65791,PRODUTO TESTE,32,2011-09-19,11.17,10174,Eire,357.44
543332,81112,PRODUTO TESTE,28,2011-09-01,9.91,10087,United Kingdom,277.48
544708,99508,PRODUTO TESTE,13,2011-02-20,8.04,10018,France,104.51999999999998
542567,40237,PRODUTO TESTE,35,2011-05-18,41.08,10064,United Kingdom,1437.8
536715,60351,PRODUTO TESTE,41,2011-12-29,24.76,10157,United Kingdom,1015.1600000000001
539677,16248,PRODUTO TESTE,23,2011-04-27,17.23,10104,United Kingdom,396.29
542569,20039,PRODUTO TESTE,9,2011-01-05,16.58,10112,United Kingdom,149.21999999999997
540120,94453,PRODUTO TESTE,38,2011-12-07,44.19,10058,United Kingdom,1679.2199999999998
539926,94501,PRODUTO TESTE,26,2011-08-28,20.78,10119,United Kingdom,540.28
539653,33536,PRODUTO TESTE,14,2011-08-20,12.58,10126,United Kingdom,176.12
537609,30612,PRODUTO TESTE,39,2011-05-12,31.96,10123,United Kingdom,1246.44
540657,71368,PRODUTO TESTE,45,2011-11-30,35.91,10199,United Kingdom,1615.9499999999998
537852,53616,PRODUTO TESTE,21,2011-11-10,41.19,10165,France,864.99
542128,94031,PRODUTO TESTE,9,2011-07-01,5.51,10015,United Kingdom,49.589999999999996
543782,43632,PRODUTO TESTE,29,2011-04-25,0.6,10078,United Kingdom,17.4
540569,67947,PRODUTO TESTE,42,2011-03-10,3.0,10076,United Kingdom,126.0
539488,69330,PRODUTO TESTE,27,2011-01-04,35.49,10000,United Kingdom,958.23
541937,14684,PRODUTO TESTE,5,2011-07-22,16.89,10152,France,84.45
536259,50701,PRODUTO TESTE,17,2011-10-21,36.59,10029,United Kingdom,622.0300000000001
536143,30520,PRODUTO TESTE,19,2011-05-14,48.91,10057,Eire,929.29
537993,82424,PRODUTO TESTE,24,2011-03-02,23.8,10054,United Kingdom,571.2
538127,84927,PRODUTO TESTE,36,2011-11-04,8.72,10034,United Kingdom,313.92
542492,17342,PRODUTO TESTE,1,2011-10-06,38.38,10020,United Kingdom,38.38
540505,71593,PRODUTO TESTE,46,2011-07-14,41.03,10152,United Kingdom,1887.38
544999,87539,PRODUTO TESTE,9,2011-01-15,35.51,10164,United Kingdom,319.59
540865,36060,PRODUTO TESTE,23,2011-06-20,43.23,10099,United Kingdom,994.29
544128,66892,PRODUTO TESTE,6,2011-08-15,18.87,10123,United Kingdom,113.22
540971,66094,PRODUTO TESTE,14,2011-11-10,34.67,10183,United Kingdom,485.38
539223,11671,PRODUTO TESTE,40,2011-07-05,13.56,10168,United Kingdom,542.4
540044,77515,PRODUTO TESTE,21,2011-05-19,12.5,10190,Germany,262.5
538471,34330,PRODUTO TESTE,27,2011-06-01,8.15,10013,United Kingdom,220.05
540259,38262,PRODUTO TESTE,26,2011-01-06,2.28,10005,Germany,59.279999999999994
541984,79132,PRODUTO TESTE,15,2011-02-07,33.74,10080,United Kingdom,506.1
539380,82150,PRODUTO TESTE,15,2011-10-04,43.83,10149,United Kingdom,657.4499999999999
542336,16510,PRODUTO TESTE,45,2011-05-13,16.06,10016,United Kingdom,722.6999999999999
544826,42303,PRODUTO TESTE,8,2011-11-07,21.75,10058,United Kingdom,174.0
539701,66244,PRODUTO TESTE,21,2011-05-25,0.68,10052,United Kingdom,14.280000000000001
538657,21445,PRODUTO TESTE,15,2011-12-30,20.94,10079,United Kingdom,314.1
539619,99903,PRODUTO TESTE,37,2011-03-07,14.43,10197,United Kingdom,533.91
543544,28816,PRODUTO TESTE,39,2011-03-10,28.92,10066,United Kingdom,1127.88
537610,87972,PRODUTO TESTE,41,2011-08-03,45.47,10041,United Kingdom,1864.27
543574,13605,PRODUTO TESTE,15,2011-07-03,35.42,10026,United Kingdom,531.3000000000001
543081,71231,PRODUTO TESTE,19,2011-03-23,8.05,10114,United Kingdom,152.95000000000002
544180,51506,PRODUTO TESTE,44,2011-07-24,6.1,10099,United Kingdom,268.4
537663,19778,PRODUTO TESTE,44,2011-08-27,22.32,10166,United Kingdom,982.08
541342,70948,PRODUTO TESTE,18,2011-04-09,44.42,10116,United Kingdom,799.5600000000001
536891,66015,PRODUTO TESTE,37,2011-04-16,24.31,10031,United Kingdom,899.4699999999999
538694,38906,PRODUTO TESTE,26,2011-08-22,23.08,10075,United Kingdom,600.0799999999999
536365,52493,PRODUTO TESTE,31,2011-05-09,10.86,10062,United Kingdom,336.65999999999997
